10000 0 -0.00225172 1.61924e-05 -3.64609e-08 0.0508526 0.000924056 -0.000360463 5
10000 0.1 -0.00444442 1.8978e-05 -8.43461e-08 0.0498746 0.0011538 0.000111939 10
10000 0.2 -0.00652367 -2.32578e-05 1.51726e-07 0.0476438 0.000964724 0.000201748 15
10000 0.3 -0.00834796 -0.000469422 3.91872e-06 0.0437198 0.00175046 0.00241973 20
10000 0.4 -0.0104907 -0.000277311 2.90918e-06 0.0443897 0.00130672 0.0012536 25
10000 0.5 -0.0119348 -0.000383829 4.58091e-06 0.040415 0.00211779 0.00183237 30
10000 0.6 -0.0141401 0.000242112 -3.42348e-06 0.041767 0.00206489 -0.000356001 35
10000 0.7 -0.01601 0.000129427 -2.07212e-06 0.0409976 0.00255744 -0.000182376 40
10000 0.8 -0.0183263 0.000279095 -5.1148e-06 0.042497 0.00301524 -0.00025799 45
10000 0.9 -0.0203325 -0.000328173 6.67259e-06 0.0425114 0.00258132 0.00102524 50
10000 1 -0.0220852 -0.000197114 4.35331e-06 0.041254 0.00272459 0.000617201 55
10000 1.1 -0.0236194 1.41794e-05 -3.34908e-07 0.0397314 0.0030202 0.000332904 60
10000 1.2 -0.0250472 0.000232545 -5.8246e-06 0.038602 0.00290983 -6.98928e-05 65
10000 1.3 -0.0267435 0.000283569 -7.58362e-06 0.0380912 0.00336171 3.26817e-05 70
10000 1.4 -0.0284602 0.000298155 -8.48555e-06 0.0377687 0.00377203 -0.000222096 75
10000 1.5 -0.0304911 0.000856643 -2.612e-05 0.0381285 0.00377662 -0.000741215 80
10000 1.6 -0.0330353 0.000774842 -2.55972e-05 0.0393752 0.00421436 -0.000619231 85
10000 1.7 -0.0336524 0.000508746 -1.71205e-05 0.0367216 0.00416838 -0.000438644 90
10000 1.8 -0.0351923 -0.000627859 2.20958e-05 0.0363395 0.00401535 0.000887739 95
10000 1.9 -0.0365968 -0.000534689 1.95679e-05 0.0359532 0.00379315 0.000824521 100
10000 2 -0.0385695 -0.000898017 3.46361e-05 0.0361225 0.00367842 0.00117963 105
10000 2.1 -0.0404461 -0.000543385 2.19778e-05 0.0359563 0.00429318 0.000877307 110
10000 2.2 -0.0418509 0.000505758 -2.11664e-05 0.0353448 0.00444255 -0.000161298 115
10000 2.3 -0.0429925 0.000161218 -6.93118e-06 0.0345154 0.00435487 -0.000103761 120
10000 2.4 -0.0439992 -0.000282871 1.24461e-05 0.0334053 0.00473418 0.000322119 125
10000 2.5 -0.0452635 -0.000170526 7.71859e-06 0.0327726 0.00502652 0.000405688 130
10000 2.6 -0.0466002 -0.000255066 1.18861e-05 0.0321431 0.004746 0.00021395 135
10000 2.7 -0.0482147 -0.000341567 1.64686e-05 0.0320836 0.00475417 0.000186785 140
10000 2.8 -0.0501568 -0.000941238 4.72095e-05 0.0328107 0.00474303 0.000294969 145
10000 2.9 -0.0511831 -0.000405125 2.07356e-05 0.0320759 0.00503156 -0.000174721 150
10000 3 -0.0530114 -0.000577296 3.06033e-05 0.032283 0.00557565 -3.36989e-05 155
10000 3.1 -0.0542761 -0.000782666 4.24801e-05 0.0318625 0.00596133 0.000205908 160
10000 3.2 -0.0546288 -0.000759087 4.1468e-05 0.0306155 0.00595936 0.000414777 165
10000 3.3 -0.0558073 -0.000289444 1.61531e-05 0.0305902 0.00573171 0.000453766 170
10000 3.4 -0.0574191 0.000670245 -3.84848e-05 0.030725 0.00576951 0.000174195 175
10000 3.5 -0.0587571 0.00270429 -0.000158896 0.0304045 0.00594939 -0.000637782 180
10000 3.6 -0.0608387 0.00260682 -0.000158596 0.0305128 0.00634204 -0.000712892 185
10000 3.7 -0.0620608 0.00341628 -0.000212017 0.0302361 0.00637726 -0.00102842 190
10000 3.8 -0.0641103 0.00346958 -0.000222436 0.0308415 0.00724172 -0.00114552 195
10000 3.9 -0.0648774 0.00369896 -0.000239979 0.0301037 0.00730274 -0.00103492 200
10000 4 -0.066666 0.00303466 -0.000202309 0.030223 0.00759842 -0.00073188 205
